0,-0.0099495,-0.47622,-0.44804,0.0059316,-0.051725,0.35327,-0.0077278,-0.0032191,-0.0092576,-0.027851,-0.027248,0.0090443,-0.011303,-0.47432,-0.010892,0.0029613,-0.012728,-0.12616,-0.1232,-0.54044,0.015059,-0.0080791,-0.54575,-0.53251,-0.028174,-0.062668
0,-0.0099495,-0.47803,-0.44804,0.0059316,-0.051725,0.35327,-0.0077278,-0.0032191,-0.0092576,0.79593,0.83831,0.0090443,0.037475,-0.47432,-0.010892,0.0029613,-0.012728,-0.12616,-0.1232,-0.54044,0.015059,-0.0080791,-0.54575,-0.53251,-0.028174,-0.062668
0,-0.0099495,-0.5314,-0.44404,0.0059316,-0.051725,0.31157,-0.0077278,-0.0032191,-0.0092576,0.057687,0.062627,0.0090443,0.15116,-0.42386,-0.010892,0.0029613,-0.012728,-0.12616,-0.1232,-0.48431,0.015059,-0.0080791,-0.4879,-0.48755,-0.028174,-0.062668
0,-0.0099495,-0.43679,-0.31256,-0.050561,-0.051725,0.13098,-0.059777,-0.0032191,-0.0092576,-0.11273,-0.11643,0.0090443,-0.0056486,-0.20534,-0.010892,0.0029613,-0.012728,-0.12616,-0.1232,-0.2412,0.015059,-0.0080791,-0.23737,-0.27036,-0.028174,-0.062668
0,-0.0099495,-0.16722,-0.082042,-0.23872,-0.099885,-0.054437,-0.23314,-0.0032191,-0.0092576,-0.090772,-0.093359,0.0090443,-0.1552,0.019025,-0.010892,0.0029613,-0.012728,-0.12616,-0.1039,0.0084077,-0.037823,-0.052892,0.019869,0.015685,-0.028174,-0.062668
0,-0.0099495,0.048591,0.13844,-0.18878,-0.26029,-0.15854,-0.29122,-0.0032191,-0.0092576,-0.055496,-0.056294,-0.035834,-0.25223,0.18104,-0.010892,0.0029613,-0.012728,-0.10737,-0.039631,0.1245,-0.21395,-0.20215,0.1643,0.17922,-0.028174,-0.062668
0,0.036974,0.15531,0.25683,0.10954,-0.21771,-0.19557,-0.36308,-0.0032191,-0.0092576,-0.037422,-0.037304,-0.18531,-0.059359,0.34589,-0.010892,0.0029613,-0.012728,0.0021935,0.01085,0.11827,-0.22008,-0.20734,0.24459,0.25339,0.035192,0.012692
-0,0.24018,0.244,0.30212,0.20697,0.036607,-0.15465,-0.23334,-0.058953,-0.062218,-0.030703,-0.073522,-0.19051,0.065656,0.35101,0.031485,0.0029613,-0.012728,0.16084,0.1339,0.1726,-0.16984,-0.11996,0.34202,0.33972,0.24624,0.22601
-0,0.40191,0.28165,0.29478,0.14591,0.16782,-0.0010213,0.086762,-0.18885,-0.18565,-0.028615,-0.032545,-0.058119,0.063386,0.26289,0.17263,-0.046754,-0.012728,0.12964,0.10845,0.12233,-0.26091,-0.092685,0.32491,0.31752,0.25359,0.10925
-0,0.31585,0.2321,0.22348,0.13256,0.27618,0.021783,0.1959,-0.065414,-0.015397,-0.02804,0.02029,0.16355,-0.014035,0.18317,0.17754,-0.21234,-0.012728,0.0078068,-0.0023974,0.087134,-0.27396,-0.15817,0.24358,0.23519,0.13002,-0.079755
