0.015722,0.0064287,-0.52431,-0.52204,0.023779,-0.047281,0.3874,-0,-0.024196,0.0075484,-0.031723,-0.031449,0.017269,0.0064942,-0.37511,-0.0012269,-0.02097,-0.010506,-0.11001,-0.12347,-0.5985,0.0029046,-0.0049553,-0.53863,-0.60934,-0.060771,-0.064614
0.015722,0.0064287,-0.51759,-0.51736,0.023779,-0.047281,0.3874,-0,0.02011,0.0075484,-0.031723,-0.031449,-0.037071,0.0064942,-0.33521,-0.0012269,-0.02097,-0.010506,-0.11001,-0.12347,-0.51039,0.0029046,-0.0049553,-0.48124,-0.54477,-0.060771,-0.064614
0.015722,0.0064287,-0.29643,-0.36371,-0.027964,-0.047281,0.34369,-0,0.12337,0.059075,-0.031723,-0.031449,-0.21806,0.0064942,-0.16242,-0.0012269,-0.02097,-0.010506,-0.11001,-0.12347,-0.15528,0.051622,-0.053435,-0.23271,-0.27803,-0.025948,-0.064614
0.015722,0.0064287,0.084376,-0.096335,-0.2003,-0.047281,0.1107,-0,-0.01906,0.23069,-0.031723,-0.031449,-0.22436,0.0064942,0.014985,-0.0012269,-0.02097,-0.010506,-0.11001,-0.12347,0.12202,0.16516,-0.2149,0.022472,-0.046826,0.090034,-0.064614
0.015722,0.0064287,0.22794,0.092796,-0.2063,-0.047281,-0.18551,-0,-0.066288,0.18514,-0.031723,-0.072162,-0.064053,0.0064942,0.074695,-0.0012269,-0.071519,-0.010506,-0.11001,-0.12347,0.16278,0.0085521,-0.22052,0.10836,0.018216,0.09407,-0.064614
0.064723,0.0064287,0.039385,0.029429,-0.1054,-0.047281,-0.19783,-0,0.14071,-0.086957,-0.031723,-0.035676,0.20434,0.0064942,0.0057358,-0.0012269,-0.23988,-0.010506,-0.11001,-0.10437,-0.056818,-0.092095,-0.17447,-0.043301,-0.072816,0.026166,-0.064614
0.22793,0.0064287,-0.099466,-0.12754,-0.073912,-0.047281,-0.29191,-0,0.32617,-0.17582,-0.072437,0.01346,0.25788,0.0064942,0.096776,-0.0012269,-0.24574,-0.010506,-0.11001,-0.04076,-0.17382,-0.07546,-0.25795,-0.087108,-0.031637,-0.029849,-0.064614
0.18461,0.0064287,-0.10067,-0.11452,-0.20127,-0.047281,-0.31272,-0,0.26693,-0.12013,-0.035951,-0.024111,0.17214,0.0064942,0.16377,-0.0012269,-0.096619,-0.010506,-0.11001,-0.038546,-0.088269,-0.039444,-0.17295,0.0031789,0.078269,-0.060119,-0.064614
-0.074149,0.0064287,-0.12029,0.00013538,-0.23975,-0.047281,-0.24435,-0,0.12233,-0.10795,-0.068242,-0.034277,0.08894,0.0064942,0.15519,-0.046085,0.15305,-0.010506,-0.091907,-0.07579,0.033855,-0.015232,0.1011,0.093142,0.14957,-0.073083,-0.064614
-0.15865,0.0064287,-0.087776,0.085706,-0.30719,-0.047281,-0.089518,-0,0.019287,-0.23877,-0.032841,-0.034085,0.091983,0.062401,0.089916,-0.19549,0.2534,-0.010506,-0.031602,-0.10651,0.048314,-0.049582,0.18846,0.083659,0.11271,-0.075778,-0.064614
-0.10569,0.0064287,-0.13629,-0.02048,-0.23382,-0.047281,0.2423,-0,-0.03375,-0.22171,-0.026163,-0.032674,0.19192,0.24861,-0.062345,-0.20069,0.34201,-0.061682,-0.029503,-0.12311,-0.12263,-0.15572,0.13244,-0.089741,-0.098403,-0.073176,-0.064614
-0.045115,-0.047903,-0.17188,-0.1829,-0.094107,-0.047281,0.27242,-0,-0.054414,-0.16263,-0.028141,-0.031884,0.0074598,0.25509,-0.07986,-0.11322,0.27047,-0.23213,-0.046704,-0.13023,-0.12075,0.0030656,0.066725,-0.083922,-0.11308,-0.069024,-0.064614
-0.0063116,-0.22886,-0.12309,-0.16135,0.0030873,-0.047281,0.10927,-0,-0.056092,-0.24993,-0.07093,-0.03158,-0.1044,0.14607,-0.0099272,-0.04106,0.12418,-0.23806,-0.015523,-0.1317,-0.0054183,0.15161,-0.025114,0.047479,0.0017734,-0.065455,-0.064614
0.015592,-0.23516,-0.059067,-0.10092,0.048589,-0.047281,0.012773,-0,-0.048841,-0.21379,0.77883,0.8235,-0.081375,0.056139,0.039018,-0.046924,0.018024,-0.087094,-0.029164,-0.13028,0.021898,0.29552,-0.25999,0.03607,0.030766,-0.063112,-0.064614
-0.023774,-0.18355,-0.11306,-0.1961,0.062073,-0.047281,0.08001,-0,-0.039867,-0.097501,0.057172,0.016606,-0.0366,-0.048366,0.034545,-0.17963,-0.035009,0.1145,-0.071212,-0.1089,-0.13967,0.26368,-0.43841,-0.13686,-0.13562,-0.027002,-0.064614
-0.18562,-0.27711,-0.15748,-0.22499,0.058986,-0.047281,0.049921,0,-0.077099,-0.013178,-0.11247,-0.12377,-0.0063573,-0.25539,0.048124,-0.18136,-0.0029021,-0.0055316,-0.10174,-0.043329,-0.13081,0.14353,-0.30322,-0.12354,-0.12356,0.0896,-0.064614
-0.19384,-0.23618,-0.05158,-0.085716,0.049417,-0.047281,-0.043967,0,-0.22025,0.026254,-0.092542,-0.13327,0.011513,-0.26619,0.073815,-0.05238,0.1657,-0.14338,-0.11612,-0.02073,-0.0098548,0.099027,0.081391,-0.001696,0.0050138,0.093905,-0.064614
-0.1015,-0.11,0.057591,0.045912,0.039609,-0.0035012,-0.065135,0,-0.22302,-0.012994,0.7557,0.75301,0.074993,-0.153,0.021117,0.16384,0.17962,-0.24122,-0.12071,0.0063452,0.047469,0.16258,0.37163,0.033198,0.038428,0.026107,-0.064614
-0.025104,-0.018403,-0.030049,-0.0297,0.032305,0.14231,0.095999,0,-0.13557,-0.18622,0.043507,0.089443,0.25882,-0.0564,-0.20134,0.20343,0.03954,-0.042694,-0.12025,-0.021823,-0.051028,-0.014399,0.34522,-0.11216,-0.14159,-0.029849,-0.064614
0.065055,0.024766,-0.11885,-0.11562,0.027903,0.19117,0.28276,0,-0.10813,-0.19966,-0.077685,-0.069778,0.26437,-0.0020722,-0.20901,0.12964,-0.20324,0.082364,-0.11768,-0.094622,-0.1269,-0.069366,0.19592,-0.10185,-0.17485,-0.060119,-0.064614
0.24578,0.038516,0.022602,-0.038814,0.02559,0.25161,0.3506,0,-0.17267,-0.10732,-0.090436,-0.092896,0.15659,0.078409,-0.077419,0.059295,-0.24882,0.074738,-0.11485,-0.19601,-0.060803,0.11489,0.076642,0.01102,-0.049856,-0.073083,-0.064614
0.20596,0.037151,0.16723,0.054494,0.024511,0.18626,0.25027,0,-0.013667,-0.030635,-0.063428,-0.065763,0.067532,0.32692,-0.0095763,0.016151,-0.11626,0.041245,-0.11267,-0.19717,-0.02118,0.16383,0.0073403,0.039322,0.0074125,-0.075778,-0.064614
-0.056611,0.029436,0.045264,-0.036757,0.024025,0.10662,0.20908,0,0.081295,0.010293,-0.044337,-0.04528,0.019254,0.51642,-0.050879,-0.0062436,0.13055,0.016196,-0.020786,-0.0065025,-0.13546,0.098972,-0.02506,-0.098724,-0.11377,-0.073176,-0.064614
-0.14704,0.020949,-0.03323,-0.06851,0.023867,0.16571,0.18214,-0,0.062856,0.027413,-0.035909,-0.036067,0.052814,0.40765,0.042489,-0.014449,0.18461,-0.00066466,0.26336,0.3453,-0.086949,0.038744,-0.033337,-0.12132,-0.071653,-0.069024,-0.064614
-0.099101,0.014413,-0.14763,-0.090354,-0.027964,0.12934,0.33362,-0,0.069124,0.030396,-0.032952,-0.073522,0.175,0.14723,-0.0042278,-0.01419,0.11104,-0.010645,0.2139,0.33911,-0.1608,0.0058345,-0.028989,-0.23727,-0.15255,-0.10028,-0.064614
-0.09082,-0.043992,-0.25416,-0.1319,-0.2003,0.030942,0.25882,-0,0.19013,0.026148,-0.032051,-0.036039,0.0043028,-0.18117,-0.04546,-0.010501,0.038902,-0.014629,0.035406,0.13284,-0.12326,-0.0092007,-0.020896,-0.18194,-0.11285,-0.21392,-0.10763
-0.21703,-0.22713,-0.13698,0.019311,-0.2063,-0.037648,0.056245,0,0.13491,0.019847,-0.031805,-0.068058,-0.10157,-0.25913,-0.091263,-0.0067026,-0.0054157,-0.01484,-0.074857,-0.014132,0.00082061,-0.013328,-0.013903,-0.024145,0.017837,-0.21667,-0.2509
